Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Dock8	ENSMUST00000025831.6	dedicator of cytokinesis 8 	73	1	0	1	0	1	mmu-miR-146a-3p	-0.18	-0.20	< 0.1
Mbnl1	ENSMUST00000099087.2	muscleblind-like 1 (Drosophila) 	10843	1	0	1	0	1	mmu-miR-146a-3p	-0.18	-0.30	< 0.1
Sprr2a3	ENSMUST00000090872.5	small proline-rich protein 2A3 	7	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Yod1	ENSMUST00000049813.5	YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae) 	447	2	0	1	1	1	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Lix1	ENSMUST00000115576.2	limb expression 1 homolog (chicken) 	43	1	1	0	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
4932442L08Rik	ENSMUST00000044989.6	RIKEN cDNA 4932442L08 gene 	5	1	1	0	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Tox3	ENSMUST00000109621.4	TOX high mobility group box family member 3 	47	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Antxr2	ENSMUST00000031281.9	anthrax toxin receptor 2 	143	3*	1	1	0	0	mmu-miR-146a-3p	-0.18	-0.28	< 0.1
Slc26a4	ENSMUST00000001253.7	solute carrier family 26, member 4 	57	1	0	0	1	1	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Slc15a4	ENSMUST00000031367.9	solute carrier family 15, member 4 	212	2	0	1	1	5	mmu-miR-146a-3p	-0.18	-0.35	< 0.1
Ptdss2	ENSMUST00000026568.8	phosphatidylserine synthase 2 	562	2	0	0	2	1	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Arsb	ENSMUST00000091403.4	arylsulfatase B 	1877	2	0	2	0	0	mmu-miR-146a-3p	-0.18	-0.20	< 0.1
Slc35f6	ENSMUST00000062962.6	solute carrier family 35, member F6 	734	1	0	0	1	2	mmu-miR-146a-3p	-0.18	-0.23	< 0.1
Pgpep1l	ENSMUST00000032770.2	pyroglutamyl-peptidase I-like 	39	2	0	0	2	1	mmu-miR-146a-3p	-0.18	-0.26	< 0.1
Ggps1	ENSMUST00000170957.1	geranylgeranyl diphosphate synthase 1 	548	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.23	< 0.1
Pdxdc1	ENSMUST00000115804.3	pyridoxal-dependent decarboxylase domain containing 1 	1250	1	0	1	0	2	mmu-miR-146a-3p	-0.18	-0.31	< 0.1
Cd8b1	ENSMUST00000065248.7	CD8 antigen, beta chain 1 	19	6	2	1	3	3	mmu-miR-146a-3p	-0.18	-0.41	< 0.1
Napa	ENSMUST00000006181.6	N-ethylmaleimide sensitive fusion protein attachment protein alpha 	3958	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Aadacl3	ENSMUST00000105749.1	arylacetamide deacetylase-like 3 	5	2	0	2	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Spesp1	ENSMUST00000056949.3	sperm equatorial segment protein 1 	5	2	0	2	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
4930502E18Rik	ENSMUST00000069209.1	RIKEN cDNA 4930502E18 gene 	19	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
4933406P04Rik	ENSMUST00000092680.2	RIKEN cDNA 4933406P04 gene 	12	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Tmsb15l	ENSMUST00000127404.2	thymosin beta 15b like 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Mettl7a1	ENSMUST00000067752.3	methyltransferase like 7A1 	8127	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
1700019D03Rik	ENSMUST00000050567.5	RIKEN cDNA 1700019D03 gene 	105	2	0	0	2	0	mmu-miR-146a-3p	-0.18	-0.22	< 0.1
Bicd1	ENSMUST00000086829.5	bicaudal D homolog 1 (Drosophila) 	134	1	0	0	1	2	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Mocs1	ENSMUST00000024797.10	molybdenum cofactor synthesis 1 	2100	1	0	0	1	1	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Neurog2	ENSMUST00000029587.7	neurogenin 2 	11	1	1	0	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Strip1	ENSMUST00000064759.5	striatin interacting protein 1 	26	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Gpr17	ENSMUST00000064016.5	G protein-coupled receptor 17 	5	5	3	2	0	1	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
4931428F04Rik	ENSMUST00000171788.2	RIKEN cDNA 4931428F04 gene 	57	1	0	0	1	1	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Scgb2a2	ENSMUST00000179814.2	secretoglobin, family 2A, member 2 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Senp7	ENSMUST00000089362.3	SUMO1/sentrin specific peptidase 7 	457	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Mybl1	ENSMUST00000088658.5	myeloblastosis oncogene-like 1 	372	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Sec22c	ENSMUST00000078547.5	SEC22 vesicle trafficking protein homolog C (S. cerevisiae) 	124	3	0	0	3	1	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Myocd	ENSMUST00000102635.4	myocardin 	102	2	0	1	1	2	mmu-miR-146a-3p	-0.18	-0.24	< 0.1
Slc6a6	ENSMUST00000032185.7	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 	4087	2	0	1	1	2	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Zfp747	ENSMUST00000067425.4	zinc finger protein 747 	13	2	0	0	2	0	mmu-miR-146a-3p	-0.18	-0.21	< 0.1
Cd24a	ENSMUST00000058714.8	CD24a antigen 	1262	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Eogt	ENSMUST00000113387.2	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase 	630	1	1	0	0	1	mmu-miR-146a-3p	-0.18	-0.26	< 0.1
Foxred2	ENSMUST00000016696.7	FAD-dependent oxidoreductase domain containing 2 	28	2	0	0	2	2	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Olfr522	ENSMUST00000050585.5	olfactory receptor 522 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Eef1a1	ENSMUST00000042235.9	eukaryotic translation elongation factor 1 alpha 1 	68	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Tnfsf4	ENSMUST00000028024.4	tumor necrosis factor (ligand) superfamily, member 4 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Vmn1r22	ENSMUST00000177435.1	vomeronasal 1 receptor 22 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Tmem47	ENSMUST00000026760.2	transmembrane protein 47 	300	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Ntrk3	ENSMUST00000039431.8	neurotrophic tyrosine kinase, receptor, type 3 	19	3	0	1	2	1	mmu-miR-146a-3p	-0.18	-0.33	< 0.1
Klrb1b	ENSMUST00000172887.2	killer cell lectin-like receptor subfamily B member 1B 	16	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Rab35	ENSMUST00000031492.9	RAB35, member RAS oncogene family 	1528	2	0	1	1	0	mmu-miR-146a-3p	-0.18	-0.27	< 0.1
Zfp558	ENSMUST00000034647.5	zinc finger protein 558 	60	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.23	< 0.1
Bpgm	ENSMUST00000045372.5	2,3-bisphosphoglycerate mutase 	1303	1	0	1	0	1	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Asah2	ENSMUST00000096119.4	N-acylsphingosine amidohydrolase 2 	200	2	0	0	2	0	mmu-miR-146a-3p	-0.18	-0.32	< 0.1
Gnao1	ENSMUST00000125716.2	guanine nucleotide binding protein, alpha O 	157	1	0	0	1	2	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Itpka	ENSMUST00000028758.7	inositol 1,4,5-trisphosphate 3-kinase A 	84	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Tmem170b	ENSMUST00000129449.1	transmembrane protein 170B 	158	3	0	2	1	1	mmu-miR-146a-3p	-0.18	-0.20	< 0.1
Lipm	ENSMUST00000025685.6	lipase, family member M 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Plekhg6	ENSMUST00000042647.6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 	75	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Gm14698	ENSMUST00000096420.2	predicted gene 14698 	5	1	0	1	0	3	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Zbtb14	ENSMUST00000112674.2	zinc finger and BTB domain containing 14 	43	1	1	0	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Prdm10	ENSMUST00000117389.2	PR domain containing 10 	113	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Cadps2	ENSMUST00000115358.3	Ca2+-dependent activator protein for secretion 2 	63	1	0	1	0	1	mmu-miR-146a-3p	-0.18	-0.43	< 0.1
Rala	ENSMUST00000009003.7	v-ral simian leukemia viral oncogene homolog A (ras related) 	1380	1	1	0	0	1	mmu-miR-146a-3p	-0.18	-0.37	< 0.1
Unc5c	ENSMUST00000106236.3	unc-5 homolog C (C. elegans) 	49	1	0	0	1	2	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Uggt2	ENSMUST00000156203.2	UDP-glucose glycoprotein glucosyltransferase 2 	290	3	1	2	0	0	mmu-miR-146a-3p	-0.18	-0.24	< 0.1
Actr2	ENSMUST00000000137.7	ARP2 actin-related protein 2 	489	2	0	1	1	1	mmu-miR-146a-3p	-0.18	-0.32	< 0.1
Zfp608	ENSMUST00000064763.5	zinc finger protein 608 	87	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
H2afx	ENSMUST00000052686.3	H2A histone family, member X 	585	1	0	0	1	1	mmu-miR-146a-3p	-0.18	-0.26	< 0.1
Gadl1	ENSMUST00000069651.7	glutamate decarboxylase-like 1 	90	2	0	1	1	0	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
D17Wsu92e	ENSMUST00000114863.3	DNA segment, Chr 17, Wayne State University 92, expressed 	163	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Tc2n	ENSMUST00000162735.2	tandem C2 domains, nuclear 	179	2	0	1	1	1	mmu-miR-146a-3p	-0.18	-0.22	< 0.1
Spast	ENSMUST00000024869.6	spastin 	1625	1	0	1	0	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Ccdc85a	ENSMUST00000093253.4	coiled-coil domain containing 85A 	253	1	0	1	0	1	mmu-miR-146a-3p	-0.18	-0.19	< 0.1
Eif4e	ENSMUST00000029803.7	eukaryotic translation initiation factor 4E 	1238	3	0	1	2	3	mmu-miR-146a-3p	-0.18	-0.34	< 0.1
Slc6a14	ENSMUST00000033414.7	solute carrier family 6 (neurotransmitter transporter), member 14 	247	1	0	0	1	0	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Arfgap2	ENSMUST00000080008.7	ADP-ribosylation factor GTPase activating protein 2 	310	1	1	0	0	3	mmu-miR-146a-3p	-0.18	-0.61	< 0.1
Npepl1	ENSMUST00000044415.10	aminopeptidase-like 1 	1113	1	0	0	1	2	mmu-miR-146a-3p	-0.18	-0.26	< 0.1
Gabrb1	ENSMUST00000031122.7	gamma-aminobutyric acid (GABA) A receptor, subunit beta 1 	5	3	0	2	1	4	mmu-miR-146a-3p	-0.18	-0.28	< 0.1
Mbtd1	ENSMUST00000063718.5	mbt domain containing 1 	347	2	0	1	1	1	mmu-miR-146a-3p	-0.18	-0.18	< 0.1
Gpr83	ENSMUST00000034408.6	G protein-coupled receptor 83 	9	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Gm3029	ENSMUST00000168306.2	predicted gene 3029 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Prg3	ENSMUST00000028466.6	proteoglycan 3 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Smim13	ENSMUST00000165561.2	small integral membrane protein 13 	113	2	0	1	1	1	mmu-miR-146a-3p	-0.17	-0.31	< 0.1
1700029H14Rik	ENSMUST00000187391.1	RIKEN cDNA 1700029H14 gene 	5	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Hspa12b	ENSMUST00000099349.4	heat shock protein 12B 	850	1	0	1	0	1	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Uba3	ENSMUST00000164744.2	ubiquitin-like modifier activating enzyme 3 	2176	3	0	2	1	0	mmu-miR-146a-3p	-0.17	-0.23	< 0.1
Klrc3	ENSMUST00000170148.2	killer cell lectin-like receptor subfamily C, member 3 	17	2	2	0	0	0	mmu-miR-146a-3p	-0.17	-0.26	< 0.1
Tgif2	ENSMUST00000081335.7	TGFB-induced factor homeobox 2 	10	2	1	0	1	0	mmu-miR-146a-3p	-0.17	-0.19	< 0.1
Ppil1	ENSMUST00000024802.8	peptidylprolyl isomerase (cyclophilin)-like 1 	89	2	0	1	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Mup6	ENSMUST00000107517.2	major urinary protein 6 	23	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Dtx3l	ENSMUST00000114885.1	deltex 3-like (Drosophila) 	9	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Arf2	ENSMUST00000057921.4	ADP-ribosylation factor 2 	1710	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Slc10a7	ENSMUST00000034111.8	solute carrier family 10 (sodium/bile acid cotransporter family), member 7 	233	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.19	< 0.1
Eltd1	ENSMUST00000046977.7	EGF, latrophilin seven transmembrane domain containing 1 	1141	2	0	2	0	0	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Ago3	ENSMUST00000069097.7	argonaute RISC catalytic subunit 3 	292	3	1	2	0	2	mmu-miR-146a-3p	-0.17	-0.23	< 0.1
Prrc1	ENSMUST00000025490.8	proline-rich coiled-coil 1 	1210	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.21	< 0.1
Pex13	ENSMUST00000020523.3	peroxisomal biogenesis factor 13 	842	4	2	0	2	2	mmu-miR-146a-3p	-0.17	-0.83	< 0.1
Gm10778	ENSMUST00000189672.1	predicted gene 10778 	5	2	0	1	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Gm5797	ENSMUST00000100886.3	predicted gene 5797 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Ffar2	ENSMUST00000053156.4	free fatty acid receptor 2 	97	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Gm4767	ENSMUST00000188096.1	predicted gene 4767 	5	2	0	1	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Naip1	ENSMUST00000022142.5	NLR family, apoptosis inhibitory protein 1 	5	1	0	1	0	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Cd55	ENSMUST00000027650.7	CD55 antigen 	70	1	1	0	0	0	mmu-miR-146a-3p	-0.17	-0.26	< 0.1
Wdfy2	ENSMUST00000014691.8	WD repeat and FYVE domain containing 2 	1409	3	1	0	2	2	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Gm4922	ENSMUST00000055107.6	predicted gene 4922 	5	2	1	1	0	0	mmu-miR-146a-3p	-0.17	-0.46	< 0.1
Mup5	ENSMUST00000082287.2	major urinary protein 5 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Dgka	ENSMUST00000026414.7	diacylglycerol kinase, alpha 	103	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Arc	ENSMUST00000023268.8	activity regulated cytoskeletal-associated protein 	13	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Rspo3	ENSMUST00000092623.3	R-spondin 3 homolog (Xenopus laevis) 	21	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
5330438I03Rik	ENSMUST00000168347.1	RIKEN cDNA 5330438I03 gene 	5	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Cnpy4	ENSMUST00000110934.3	canopy 4 homolog (zebrafish) 	151	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Hnrnpa3	ENSMUST00000111962.2	heterogeneous nuclear ribonucleoprotein A3 	57	2	1	1	0	3	mmu-miR-146a-3p	-0.17	-0.37	< 0.1
Commd1	ENSMUST00000159081.2	COMM domain containing 1 	189	1	0	0	1	4	mmu-miR-146a-3p	-0.17	-0.25	< 0.1
2810006K23Rik	ENSMUST00000077376.2	RIKEN cDNA 2810006K23 gene 	55	2	0	1	1	2	mmu-miR-146a-3p	-0.17	-0.26	< 0.1
Mtmr2	ENSMUST00000034396.8	myotubularin related protein 2 	69	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.33	< 0.1
Calcr	ENSMUST00000171613.2	calcitonin receptor 	36	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Fam154b	ENSMUST00000056728.4	family with sequence similarity 154, member B 	10	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Il15ra	ENSMUST00000148748.2	interleukin 15 receptor, alpha chain 	323	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Txnrd1	ENSMUST00000020484.6	thioredoxin reductase 1 	3934	2	0	2	0	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Otud6a	ENSMUST00000060241.2	OTU domain containing 6A 	3	1	1	0	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Zscan18	ENSMUST00000046245.5	zinc finger and SCAN domain containing 18 	20	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Gm9875	ENSMUST00000064229.1	predicted gene 9875 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
3830408C21Rik	ENSMUST00000095459.1	RIKEN cDNA 3830408C21 gene 	41	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Zbtb40	ENSMUST00000049583.7	zinc finger and BTB domain containing 40 	110	2	0	0	2	2	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Rab40b	ENSMUST00000106107.2	Rab40B, member RAS oncogene family 	510	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Cabp7	ENSMUST00000009219.2	calcium binding protein 7 	14	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Zfp451	ENSMUST00000019861.7	zinc finger protein 451 	263	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.25	< 0.1
Agtrap	ENSMUST00000030865.8	angiotensin II, type I receptor-associated protein 	1600	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Zfp521	ENSMUST00000025288.7	zinc finger protein 521 	37	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.27	< 0.1
Tbc1d14	ENSMUST00000146430.2	TBC1 domain family, member 14 	2222	2	1	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
St6galnac5	ENSMUST00000044278.5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 	85	1	1	0	0	1	mmu-miR-146a-3p	-0.17	-0.27	< 0.1
Lin7c	ENSMUST00000028583.7	lin-7 homolog C (C. elegans) 	1842	2	0	1	1	0	mmu-miR-146a-3p	-0.17	-0.19	< 0.1
Ppapdc1b	ENSMUST00000139836.2	phosphatidic acid phosphatase type 2 domain containing 1B 	492	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Dtx3	ENSMUST00000116229.1	deltex 3 homolog (Drosophila) 	137	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
4930524B15Rik	ENSMUST00000102829.3	RIKEN cDNA 4930524B15 gene 	7	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Rbm12	ENSMUST00000059647.6	RNA binding motif protein 12 	384	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Tagap1	ENSMUST00000063683.6	T cell activation GTPase activating protein 1 	49	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Tdgf1	ENSMUST00000035075.8	teratocarcinoma-derived growth factor 1 	37	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.22	< 0.1
Pstpip2	ENSMUST00000114741.2	proline-serine-threonine phosphatase-interacting protein 2 	19	1	1	0	0	0	mmu-miR-146a-3p	-0.17	-0.23	< 0.1
Pcyt1a	ENSMUST00000115137.2	phosphate cytidylyltransferase 1, choline, alpha isoform 	2445	1	1	0	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Slc4a7	ENSMUST00000057015.6	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	2207	1	0	1	0	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Mettl11b	ENSMUST00000159679.2	methyltransferase like 11B 	83	1	0	0	1	2	mmu-miR-146a-3p	-0.17	-0.22	< 0.1
Zfp112	ENSMUST00000120006.2	zinc finger protein 112 	33	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Gucy1a3	ENSMUST00000048976.6	guanylate cyclase 1, soluble, alpha 3 	527	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.21	< 0.1
Gigyf2	ENSMUST00000027475.9	GRB10 interacting GYF protein 2 	90	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Pex26	ENSMUST00000118234.2	peroxisomal biogenesis factor 26 	116	1	0	0	1	2	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Dnah3	ENSMUST00000046993.3	dynein, axonemal, heavy chain 3 	91	2	0	1	1	0	mmu-miR-146a-3p	-0.17	-0.20	< 0.1
Scd2	ENSMUST00000026221.5	stearoyl-Coenzyme A desaturase 2 	25337	1	1	0	0	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Cyp2d37-ps	ENSMUST00000100380.3	cytochrome P450, family 2, subfamily d, polypeptide 37, pseudogene 	898	3	1	1	1	0	mmu-miR-146a-3p	-0.17	-0.29	< 0.1
Tnfrsf23	ENSMUST00000152703.1	tumor necrosis factor receptor superfamily, member 23 	68	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Rasgef1c	ENSMUST00000063444.2	RasGEF domain family, member 1C 	14	2	0	0	2	0	mmu-miR-146a-3p	-0.17	-0.23	< 0.1
Edn1	ENSMUST00000021796.7	endothelin 1 	982	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Mpp7	ENSMUST00000115869.2	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) 	717	2	0	1	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Pcdhb14	ENSMUST00000052387.3	protocadherin beta 14 	55	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Gm13247	ENSMUST00000179175.1	predicted gene 13247 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Zfp810	ENSMUST00000086278.6	zinc finger protein 810 	120	1	0	1	0	2	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Rpusd2	ENSMUST00000028796.1	RNA pseudouridylate synthase domain containing 2 	80	1	0	1	0	1	mmu-miR-146a-3p	-0.17	-0.20	< 0.1
Lrrc55	ENSMUST00000111601.1	leucine rich repeat containing 55 	6	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Atl2	ENSMUST00000112437.2	atlastin GTPase 2 	2848	1	1	0	0	0	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Nlgn1	ENSMUST00000108308.4	neuroligin 1 	5	4	0	1	3	1	mmu-miR-146a-3p	-0.17	-0.38	< 0.1
Rgs9bp	ENSMUST00000069912.5	regulator of G-protein signalling 9 binding protein 	25	3	0	2	1	4	mmu-miR-146a-3p	-0.17	-0.18	< 0.1
Actr3b	ENSMUST00000128727.2	ARP3 actin-related protein 3B 	1438	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Slc25a16	ENSMUST00000044977.4	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16 	1279	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Cdkl3	ENSMUST00000109077.3	cyclin-dependent kinase-like 3 	34	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Tmem251	ENSMUST00000057416.6	transmembrane protein 251 	444	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
B3gnt1	ENSMUST00000053705.6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1 	1998	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Clic6	ENSMUST00000023670.3	chloride intracellular channel 6 	146	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Spg7	ENSMUST00000125975.2	spastic paraplegia 7 homolog (human) 	176	1	0	0	1	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Ifitm6	ENSMUST00000081924.3	interferon induced transmembrane protein 6 	21	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.23	< 0.1
Kcna7	ENSMUST00000107774.1	potassium voltage-gated channel, shaker-related subfamily, member 7 	3263	1	1	0	0	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Ly6h	ENSMUST00000163116.2	lymphocyte antigen 6 complex, locus H 	5	1	0	0	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Ikbkg	ENSMUST00000114133.3	inhibitor of kappaB kinase gamma 	630	2	0	0	2	1	mmu-miR-146a-3p	-0.17	-0.27	< 0.1
Arhgap11a	ENSMUST00000110948.2	Rho GTPase activating protein 11A 	324	1	1	0	0	0	mmu-miR-146a-3p	-0.17	-0.20	< 0.1
Gtf3c4	ENSMUST00000171404.2	general transcription factor IIIC, polypeptide 4 	211	2	0	2	0	2	mmu-miR-146a-3p	-0.17	-0.43	< 0.1
Il11	ENSMUST00000094892.6	interleukin 11 	24	1	0	1	0	0	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Kbtbd7	ENSMUST00000061222.7	kelch repeat and BTB (POZ) domain containing 7 	339	1	0	1	0	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
Snrk	ENSMUST00000120173.2	SNF related kinase 	6	2	0	1	1	1	mmu-miR-146a-3p	-0.17	-0.17	< 0.1
