Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Vezf1	ENSMUST00000018521.5	vascular endothelial zinc finger 1 	2058	1	0	0	1	2	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Arhgef2	ENSMUST00000176500.2	rho/rac guanine nucleotide exchange factor (GEF) 2 	1011	1	0	1	0	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Junb	ENSMUST00000064922.5	jun B proto-oncogene 	37	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.12	< 0.1
Zfp810	ENSMUST00000086278.6	zinc finger protein 810 	120	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Tollip	ENSMUST00000001950.6	toll interacting protein 	245	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.12	< 0.1
Smad5	ENSMUST00000069557.8	SMAD family member 5 	2026	1	0	0	1	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
N6amt1	ENSMUST00000118115.1	N-6 adenine-specific DNA methyltransferase 1 (putative) 	130	1	0	1	0	0	mmu-miR-146b-3p	-0.10	-0.11	< 0.1
Osbpl3	ENSMUST00000114468.3	oxysterol binding protein-like 3 	624	1	1	0	0	1	mmu-miR-146b-3p	-0.10	-0.11	< 0.1
Tcf23	ENSMUST00000006818.2	transcription factor 23 	30	1	0	1	0	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Rbmx2	ENSMUST00000033433.2	RNA binding motif protein, X-linked 2 	8	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Paqr7	ENSMUST00000095074.3	progestin and adipoQ receptor family member VII 	217	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Rfx2	ENSMUST00000002444.8	regulatory factor X, 2 (influences HLA class II expression) 	201	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Ppp1r3a	ENSMUST00000045096.4	protein phosphatase 1, regulatory (inhibitor) subunit 3A 	782	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Pigh	ENSMUST00000072154.7	phosphatidylinositol glycan anchor biosynthesis, class H 	115	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.13	< 0.1
Ccin	ENSMUST00000095107.2	calicin 	9	2	0	2	0	1	mmu-miR-146b-3p	-0.10	-0.21	< 0.1
Rlf	ENSMUST00000168615.2	rearranged L-myc fusion sequence 	806	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.11	< 0.1
Wdr76	ENSMUST00000110602.3	WD repeat domain 76 	339	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Ntng1	ENSMUST00000156177.3	netrin G1 	13	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Asb4	ENSMUST00000043294.6	ankyrin repeat and SOCS box-containing 4 	60	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Scamp5	ENSMUST00000046587.6	secretory carrier membrane protein 5 	36	1	0	0	1	1	mmu-miR-146b-3p	-0.10	-0.14	< 0.1
Alg10b	ENSMUST00000100309.1	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase) 	1836	3	0	1	2	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Mcemp1	ENSMUST00000014118.2	mast cell expressed membrane protein 1 	241	2	1	1	0	0	mmu-miR-146b-3p	-0.10	-0.17	< 0.1
Acn9	ENSMUST00000040826.5	ACN9 homolog (S. cerevisiae) 	483	2	2	0	0	0	mmu-miR-146b-3p	-0.10	-0.86	< 0.1
Klf7	ENSMUST00000114086.2	Kruppel-like factor 7 (ubiquitous) 	1571	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Pax8	ENSMUST00000153601.2	paired box 8 	80	1	0	1	0	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Adcy9	ENSMUST00000117801.2	adenylate cyclase 9 	694	2	0	1	1	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Gm4951	ENSMUST00000031549.5	predicted gene 4951 	28	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.16	< 0.1
Ammecr1l	ENSMUST00000115808.2	AMME chromosomal region gene 1-like 	2444	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Arrdc2	ENSMUST00000002989.9	arrestin domain containing 2 	61	1	0	0	1	0	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Kcnb1	ENSMUST00000059826.8	potassium voltage gated channel, Shab-related subfamily, member 1 	175	1	0	1	0	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Gm16401	ENSMUST00000072800.4	predicted gene 16401 	6	1	0	1	0	1	mmu-miR-146b-3p	-0.10	-0.10	< 0.1
Zkscan17	ENSMUST00000013262.9	zinc finger with KRAB and SCAN domains 17 	176	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Plekha6	ENSMUST00000105082.3	pleckstrin homology domain containing, family A member 6 	725	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Pdgfb	ENSMUST00000000500.6	platelet derived growth factor, B polypeptide 	26	1	0	1	0	1	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Cyp2c39	ENSMUST00000025968.4	cytochrome P450, family 2, subfamily c, polypeptide 39 	299	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.13	< 0.1
Gm20708	ENSMUST00000132298.1	predicted gene 20708 	185	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Fer	ENSMUST00000000129.7	fer (fms/fps related) protein kinase 	648	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.23	< 0.1
Tceanc	ENSMUST00000112188.2	transcription elongation factor A (SII) N-terminal and central domain containing 	21	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ino80	ENSMUST00000049920.8	INO80 homolog (S. cerevisiae) 	36	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Sbk1	ENSMUST00000056028.9	SH3-binding kinase 1 	55	1	0	1	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Tmem8b	ENSMUST00000107865.3	transmembrane protein 8B 	132	2	0	2	0	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Taf1d	ENSMUST00000164079.2	TATA box binding protein (Tbp)-associated factor, RNA polymerase I, D 	296	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.15	< 0.1
Cyb561d1	ENSMUST00000106655.1	cytochrome b-561 domain containing 1 	130	3	0	2	1	2	mmu-miR-146b-3p	-0.09	-0.21	< 0.1
Cnpy1	ENSMUST00000118882.1	canopy 1 homolog (zebrafish) 	268	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.24	< 0.1
Lin28b	ENSMUST00000079390.6	lin-28 homolog B (C. elegans) 	191	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Abca5	ENSMUST00000043961.6	ATP-binding cassette, sub-family A (ABC1), member 5 	132	1	1	0	0	1	mmu-miR-146b-3p	-0.09	-0.24	< 0.1
Rabep2	ENSMUST00000106407.3	rabaptin, RAB GTPase binding effector protein 2 	280	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Rasgef1b	ENSMUST00000031276.9	RasGEF domain family, member 1B 	295	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Prrt2	ENSMUST00000159916.1	proline-rich transmembrane protein 2 	9	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Scarb1	ENSMUST00000086075.7	scavenger receptor class B, member 1 	495	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Atp2a3	ENSMUST00000163326.2	ATPase, Ca++ transporting, ubiquitous 	587	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Elf4	ENSMUST00000114958.2	E74-like factor 4 (ets domain transcription factor) 	16	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Uqcr11	ENSMUST00000020372.5	ubiquinol-cytochrome c reductase, complex III subunit XI 	1982	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.28	< 0.1
Hs3st3b1	ENSMUST00000094103.3	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	907	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Sox6	ENSMUST00000166877.2	SRY (sex determining region Y)-box 6 	594	3	1	0	2	1	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Fgf22	ENSMUST00000020577.2	fibroblast growth factor 22 	1	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Prrc2c	ENSMUST00000182149.2	proline-rich coiled-coil 2C 	78	1	1	0	0	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Mavs	ENSMUST00000041362.6	mitochondrial antiviral signaling protein 	3132	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Sdc1	ENSMUST00000020911.8	syndecan 1 	1215	2	0	1	1	1	mmu-miR-146b-3p	-0.09	-0.16	< 0.1
Vstm2l	ENSMUST00000109523.1	V-set and transmembrane domain containing 2-like 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Vps37d	ENSMUST00000067935.5	vacuolar protein sorting 37D (yeast) 	57	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Mmp2	ENSMUST00000034187.7	matrix metallopeptidase 2 	835	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Zcchc3	ENSMUST00000099207.4	zinc finger, CCHC domain containing 3 	6	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Wnt3	ENSMUST00000000127.5	wingless-related MMTV integration site 3 	25	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
St8sia3	ENSMUST00000025477.8	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	17	1	1	0	0	1	mmu-miR-146b-3p	-0.09	-0.18	< 0.1
Ergic2	ENSMUST00000136008.2	ERGIC and golgi 2 	1776	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.17	< 0.1
Ubxn2b	ENSMUST00000029907.5	UBX domain protein 2B 	641	1	1	0	0	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Sytl5	ENSMUST00000067529.3	synaptotagmin-like 5 	28	1	0	0	1	2	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Adam33	ENSMUST00000110232.3	a disintegrin and metallopeptidase domain 33 	95	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Zbtb40	ENSMUST00000049583.7	zinc finger and BTB domain containing 40 	110	2	0	0	2	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Rptn	ENSMUST00000045912.2	repetin 	10	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Il11ra2	ENSMUST00000108006.3	interleukin 11 receptor, alpha chain 2 	0	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Efnb3	ENSMUST00000004036.5	ephrin B3 	21	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Dpp10	ENSMUST00000112606.2	dipeptidylpeptidase 10 	5	2	0	0	2	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Tle3	ENSMUST00000178113.2	transducin-like enhancer of split 3, homolog of Drosophila E(spl) 	403	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Aqp9	ENSMUST00000074465.3	aquaporin 9 	92	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.14	< 0.1
Strn	ENSMUST00000145910.3	striatin, calmodulin binding protein 	522	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ndnf	ENSMUST00000054351.4	neuron-derived neurotrophic factor 	1221	2	0	0	2	1	mmu-miR-146b-3p	-0.09	-0.13	< 0.1
Gja8	ENSMUST00000062944.5	gap junction protein, alpha 8 	5	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.14	< 0.1
C78339	ENSMUST00000099547.3	expressed sequence C78339 	3387	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Myo9a	ENSMUST00000136740.2	myosin IXa 	666	2	0	0	2	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Dgke	ENSMUST00000107894.2	diacylglycerol kinase, epsilon 	182	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Klhl31	ENSMUST00000057781.7	kelch-like 31 	1452	2	0	1	1	2	mmu-miR-146b-3p	-0.09	-0.22	< 0.1
Shroom4	ENSMUST00000089520.2	shroom family member 4 	1496	1	1	0	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Mettl7a3	ENSMUST00000075420.4	methyltransferase like 7A3 	9	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.17	< 0.1
Ppargc1b	ENSMUST00000075299.7	peroxisome proliferative activated receptor, gamma, coactivator 1 beta 	268	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Csnk1g1	ENSMUST00000034949.4	casein kinase 1, gamma 1 	405	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ppil4	ENSMUST00000015901.5	peptidylprolyl isomerase (cyclophilin)-like 4 	3000	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Aagab	ENSMUST00000041551.7	alpha- and gamma-adaptin binding protein 	239	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.18	< 0.1
Map3k2	ENSMUST00000096575.3	mitogen-activated protein kinase kinase kinase 2 	1249	2	0	0	2	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Arhgef5	ENSMUST00000031750.8	Rho guanine nucleotide exchange factor (GEF) 5 	178	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Snrpe	ENSMUST00000166291.2	small nuclear ribonucleoprotein E 	54	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.37	< 0.1
Adh6b	ENSMUST00000090166.4	alcohol dehydrogenase 6B (class V) 	28	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ttc9	ENSMUST00000036116.5	tetratricopeptide repeat domain 9 	109	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Sulf2	ENSMUST00000109249.3	sulfatase 2 	711	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Mef2a	ENSMUST00000156690.2	myocyte enhancer factor 2A 	2235	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Dhdh	ENSMUST00000011526.4	dihydrodiol dehydrogenase (dimeric) 	4114	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Zfp202	ENSMUST00000168832.1	zinc finger protein 202 	50	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ankrd44	ENSMUST00000179030.2	ankyrin repeat domain 44 	212	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Akt1	ENSMUST00000001780.4	thymoma viral proto-oncogene 1 	3044	1	0	1	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Srxn1	ENSMUST00000041500.7	sulfiredoxin 1 homolog (S. cerevisiae) 	662	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.17	< 0.1
Sbds	ENSMUST00000026387.5	Shwachman-Bodian-Diamond syndrome homolog (human) 	292	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.22	< 0.1
Ppp1r14b	ENSMUST00000070850.6	protein phosphatase 1, regulatory (inhibitor) subunit 14B 	16	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ubxn10	ENSMUST00000105811.3	UBX domain protein 10 	207	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
B3galt1	ENSMUST00000112346.2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	244	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Gpr55	ENSMUST00000086975.5	G protein-coupled receptor 55 	7	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Dlst	ENSMUST00000053811.8	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) 	5144	2	1	1	0	0	mmu-miR-146b-3p	-0.09	-0.28	< 0.1
Znrf2	ENSMUST00000079869.7	zinc and ring finger 2 	2629	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Slc35d1	ENSMUST00000150285.2	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1 	1103	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Hnmt	ENSMUST00000051416.6	histamine N-methyltransferase 	125	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.22	< 0.1
Inpp5e	ENSMUST00000114090.2	inositol polyphosphate-5-phosphatase E 	393	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
2610008E11Rik	ENSMUST00000039271.6	RIKEN cDNA 2610008E11 gene 	147	2	0	1	1	0	mmu-miR-146b-3p	-0.09	-0.19	< 0.1
Gm14434	ENSMUST00000122097.3	predicted gene 14434 	0	2	0	2	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Vav2	ENSMUST00000056176.7	vav 2 oncogene 	1111	2	0	0	2	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Fnbp1l	ENSMUST00000162409.2	formin binding protein 1-like 	34	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Rfx3	ENSMUST00000165566.2	regulatory factor X, 3 (influences HLA class II expression) 	75	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Pde11a	ENSMUST00000099992.4	phosphodiesterase 11A 	16	2	0	1	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Col8a1	ENSMUST00000089332.4	collagen, type VIII, alpha 1 	277	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Dnajc5	ENSMUST00000072334.6	DnaJ (Hsp40) homolog, subfamily C, member 5 	1852	2	0	0	2	1	mmu-miR-146b-3p	-0.09	-0.11	< 0.1
Appbp2	ENSMUST00000018625.9	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	1396	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Shank1	ENSMUST00000107938.2	SH3/ankyrin domain gene 1 	14	1	1	0	0	0	mmu-miR-146b-3p	-0.09	-0.18	< 0.1
Gm4724	ENSMUST00000109045.3	predicted gene 4724 	0	2	0	2	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Gm11007	ENSMUST00000178120.2	predicted gene 11007 	0	2	0	2	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Cd84	ENSMUST00000155802.2	CD84 antigen 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Casp2	ENSMUST00000031895.7	caspase 2 	535	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Gm2007	ENSMUST00000178133.2	predicted gene 2007 	0	2	0	2	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Anxa8	ENSMUST00000022519.9	annexin A8 	57	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Ints2	ENSMUST00000018212.7	integrator complex subunit 2 	115	1	1	0	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Zdhhc3	ENSMUST00000147563.2	zinc finger, DHHC domain containing 3 	2084	2	0	1	1	3	mmu-miR-146b-3p	-0.09	-0.14	< 0.1
Dram1	ENSMUST00000020249.1	DNA-damage regulated autophagy modulator 1 	77	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.19	< 0.1
Anks1b	ENSMUST00000182356.2	ankyrin repeat and sterile alpha motif domain containing 1B 	94	1	1	0	0	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Gm15698	ENSMUST00000061938.8	predicted gene 15698 	7	2	1	0	1	0	mmu-miR-146b-3p	-0.09	-0.41	< 0.1
Med26	ENSMUST00000058534.5	mediator complex subunit 26 	132	1	0	0	1	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Hif1an	ENSMUST00000040455.4	hypoxia-inducible factor 1, alpha subunit inhibitor 	1413	2	0	2	0	1	mmu-miR-146b-3p	-0.09	-0.10	< 0.1
Tmem28	ENSMUST00000096363.2	transmembrane protein 28 	64	1	0	1	0	0	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Grhl2	ENSMUST00000022895.9	grainyhead-like 2 (Drosophila) 	16	2*	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Klhl21	ENSMUST00000097773.3	kelch-like 21 	74	1	0	1	0	2	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Apc2	ENSMUST00000105359.2	adenomatosis polyposis coli 2 	58	1	0	0	1	1	mmu-miR-146b-3p	-0.09	-0.09	< 0.1
Fam3c	ENSMUST00000165576.2	family with sequence similarity 3, member C 	609	4	1	1	2	1	mmu-miR-146b-3p	-0.08	-0.75	< 0.1
Rhbdl3	ENSMUST00000017836.7	rhomboid, veinlet-like 3 (Drosophila) 	103	3	0	2	1	0	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Ube2d2a	ENSMUST00000170693.2	ubiquitin-conjugating enzyme E2D 2A 	1832	1	0	0	1	1	mmu-miR-146b-3p	-0.08	-0.18	< 0.1
Dpm2	ENSMUST00000140592.2	dolichol-phosphate (beta-D) mannosyltransferase 2 	1452	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Slx1b	ENSMUST00000144897.1	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae) 	38	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Eln	ENSMUST00000015138.9	elastin 	885	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Taf4b	ENSMUST00000169862.1	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor 	226	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Cntnap4	ENSMUST00000118171.2	contactin associated protein-like 4 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Elavl4	ENSMUST00000106598.2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D) 	8	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Sde2	ENSMUST00000038091.6	SDE2 telomere maintenance homolog (S. pombe) 	775	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Fblim1	ENSMUST00000006381.5	filamin binding LIM protein 1 	177	2	0	0	2	1	mmu-miR-146b-3p	-0.08	-0.15	< 0.1
Cdc42bpa	ENSMUST00000111117.2	CDC42 binding protein kinase alpha 	1168	1	1	0	0	0	mmu-miR-146b-3p	-0.08	-0.10	< 0.1
Phkb	ENSMUST00000053771.8	phosphorylase kinase beta 	240	1	1	0	0	0	mmu-miR-146b-3p	-0.08	-0.14	< 0.1
Ovca2	ENSMUST00000071562.2	candidate tumor suppressor in ovarian cancer 2 	1090	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.14	< 0.1
Paqr8	ENSMUST00000189400.1	progestin and adipoQ receptor family member VIII 	300	1	0	1	0	1	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Gm21885	ENSMUST00000178891.1	predicted gene, 21885 	4	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.21	< 0.1
Ddx6	ENSMUST00000170489.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 	585	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Fcamr	ENSMUST00000027670.3	Fc receptor, IgA, IgM, high affinity 	120	2	0	0	2	0	mmu-miR-146b-3p	-0.08	-0.12	< 0.1
Krt75	ENSMUST00000042957.5	keratin 75 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Rab11fip1	ENSMUST00000033878.7	RAB11 family interacting protein 1 (class I) 	543	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Zbed6	ENSMUST00000027736.7	zinc finger, BED domain containing 6 	134	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.12	< 0.1
Vwa5b1	ENSMUST00000030533.6	von Willebrand factor A domain containing 5B1 	5	1	0	0	1	1	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Csmd1	ENSMUST00000082104.6	CUB and Sushi multiple domains 1 	6	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Rbms1	ENSMUST00000028347.7	RNA binding motif, single stranded interacting protein 1 	13703	1	0	1	0	1	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Tube1	ENSMUST00000019991.7	epsilon-tubulin 1 	80	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Smarcd1	ENSMUST00000023759.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 	1422	2	0	2	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Ccdc117	ENSMUST00000020776.4	coiled-coil domain containing 117 	586	1	0	1	0	1	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Zfp12	ENSMUST00000032591.9	zinc finger protein 12 	651	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Ust	ENSMUST00000061601.7	uronyl-2-sulfotransferase 	137	1	0	0	1	1	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Fam115c	ENSMUST00000031879.3	family with sequence similarity 115, member C 	53	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Fam163b	ENSMUST00000151224.2	family with sequence similarity 163, member B 	9	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Mroh6	ENSMUST00000184858.1	maestro heat-like repeat family member 6 	54	1	0	0	1	1	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Gpr68	ENSMUST00000110066.2	G protein-coupled receptor 68 	13	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Cflar	ENSMUST00000114313.2	CASP8 and FADD-like apoptosis regulator 	1090	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Rnf114	ENSMUST00000078050.6	ring finger protein 114 	1766	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Thrb	ENSMUST00000091471.5	thyroid hormone receptor beta 	358	1	0	0	1	1	mmu-miR-146b-3p	-0.08	-0.09	< 0.1
Zfp953	ENSMUST00000081582.6	zinc finger protein 953 	151	1	0	1	0	0	mmu-miR-146b-3p	-0.08	-0.10	< 0.1
Ston2	ENSMUST00000052969.8	stonin 2 	154	2	0	1	1	0	mmu-miR-146b-3p	-0.08	-0.10	< 0.1
Kif1a	ENSMUST00000171796.2	kinesin family member 1A 	1171	1	0	0	1	0	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
Lasp1	ENSMUST00000043843.6	LIM and SH3 protein 1 	3589	1	0	1	0	1	mmu-miR-146b-3p	-0.08	-0.08	< 0.1
